Player ID,Full Name,Bingo Card
215876,Ricardo Pereira,564
517894,Matheus Cunha,564
8198,Cristiano Ronaldo,564
302215,Naby Keita,564
5357,Sidney Govou,564
7825,Pepe Reina,564
7476,Xabi Alonso,564
284730,Manuel Akanji,564
44058,Wojciech Szczesny,564
121483,Jan Oblak,564
34557,Nicklas Bendtner,564
3428,Dejan Stankovic,564
340879,Merih Demiral,564
181579,James Ward-Prowse,564
38593,Marek Hamsik,564
431755,Dejan Kulusevski,564
204069,Milan Skriniar,564
3373,Ronaldinho,564
111455,Granit Xhaka,564
274839,Wilfred Ndidi,564
257462,Luka Jovic,564
44352,Luis Suarez,564
283735,Mattia Zaccagni,564
321247,Emiliano Buendia,564
4673,Wesley Sneijder,564
375885,Ibrahim Sangare,564
7518,Roberto Carlos,564
3407,Ruud van Nistelrooy,564
10,Miroslav Klose,564
3140,Ronaldo,564
37579,Alexandre Pato,564
3202,Kolo Toure,565
200512,Sadio Mane,565
610442,Rasmus Hojlund,565
56416,Dries Mertens,565
18301,Maicon,565
181375,Sebastien Haller,565
37579,Alexandre Pato,565
132098,Harry Kane,565
614258,Levi Colwill,565
335721,Ben White,565
124502,Matthias Ginter,565
241641,Bernardo Silva,565
496094,Karim Adeyemi,565
5285,Patrice Evra,565
282041,Presnel Kimpembe,565
234803,Andrew Robertson,565
401530,Eder Militao,565
4276,Carlos Tevez,565
126414,Hakan Calhanoglu,565
339556,Rico Henry,565
3407,Ruud van Nistelrooy,565
29260,Giorgio Chiellini,565
395516,Moussa Diaby,565
34987,Burak Yilmaz,565
133964,Lorenzo Insigne,565
3163,Frank Lampard,565
564545,Edmond Tapsoba,565
368887,Lois Openda,565
357164,Rafael Leao,565
55735,Henrikh Mkhitaryan,565
192735,Stanislav Lobotka,565
568157,Yeremy Pino,565
260827,Joachim Andersen,565
249565,Youri Tielemans,565
543382,Mohamed Camara,565
332697,Weston McKennie,565
4168,Clarence Seedorf,565
230784,Thomas Partey,565
82009,Kevin Volland,565
58358,Thomas Muller,565
19446,Riccardo Montolivo,565
54781,Nicolas Otamendi,565
486031,Nico Gonzalez,566
46580,Andrej Kramaric,566
388198,Nico Schlotterbeck,566
4672,Nigel de Jong,566
26399,Sergio Aguero,566
45672,Kevin Trapp,566
225122,Goncalo Guedes,566
79422,Keylor Navas,566
3455,Zlatan Ibrahimovic,566
181136,Piotr Zielinski,566
44162,Miralem Pjanic,566
24180,Martin Skrtel,566
59561,Dani Parejo,566
8198,Cristiano Ronaldo,566
129083,Ivan Zamorano,566
316264,Martin Odegaard,566
65,Dimitar Berbatov,566
96341,Romelu Lukaku,566
4257,Samuel Eto'o,566
176553,Aymeric Laporte,566
82009,Kevin Volland,566
431755,Dejan Kulusevski,566
14942,Darijo Srna,566
314367,Marcus Edwards,566
3144,Robbie Keane,566
50512,Anthony Modeste,566
32467,Ivan Rakitic,566
3394,Ole Gunnar Solskjaer,566
